TERITORIJA;KADASTRA_NR;IPASUMA_TIPS;DARIJUMA_SUMMA;KADASTRALA_VERTIBA;PLATIBA;DOM_SK;DOM_SAUC
Carnikavas nov.;80520051621;Zemes nekustams īpašums;8000;8555;0.1502;1;1
Rīga;01000992283;Zemes un ēkas nekustams īpašums;120000;85301;0.079;1;1
Rēzeknes nov.;78620060026;Zemes un ēkas nekustams īpašums;28000;2285;0.117;1;1
Alūksnes nov.;36010345736;Zemes nekustams īpašums;72.13;11219;0.9081;82;14759
Olaines nov.;80800230228;Zemes un ēkas nekustams īpašums;1900;1739;0.061;1;1
Saulkrastu nov.;80330032428;Zemes un ēkas nekustams īpašums;2000;6682;0.0531;1;2
Liepāja;17000210246;Zemes nekustams īpašums;875;6975;0.0722;1;8
Carnikavas nov.;80520051629;Zemes nekustams īpašums;1100;8069;0.1501;1;10
Dagdas nov.;60460040101;Zemes un ēkas nekustams īpašums;9500;2905;0.1;1;1
Jūrmala;13000164703;Zemes un ēkas nekustams īpašums;240000;80947;0.1722;577;861
Sējas nov.;80920010513;Zemes nekustams īpašums;3000;1412;0.0632;1;1
Babītes nov.;80480090279;Zemes un ēkas nekustams īpašums;251000;60813;0.1675;1;1
Salaspils nov.;80310130989;Zemes nekustams īpašums;3000;4969;0.1225;1;2
Rīga;01000190120;Zemes un ēkas nekustams īpašums;60000;3380110;0.2037;1;200
Jūrmala;13000081801;Zemes un ēkas nekustams īpašums;45000;484745;0.3944;16;2115
Jūrmala;13000151303;Zemes nekustams īpašums;15000;21291;0.1786;1;1
Ozolnieku nov.;54440050438;Zemes nekustams īpašums;10000;7407;0.2408;1;1
Olaines nov.;80800210653;Zemes un ēkas nekustams īpašums;20000;6886;0.067;1;1
Rīga;01000900064;Zemes nekustams īpašums;3404.93;62933;0.1117;1;1
Limbažu nov.;66760070003;Zemes un ēkas nekustams īpašums;48000;16999;0.14;1;1
Rīga;01001170276;Zemes nekustams īpašums;40000;6135;0.0717;1;1
Garkalnes nov.;80600111168;Zemes nekustams īpašums;60500;14919;0.1311;1;1
Jūrmala;13000081109;Zemes un ēkas nekustams īpašums;1041900;1494334;0.3371;4208;43097
Saulkrastu nov.;80330021454;Zemes un ēkas nekustams īpašums;23800;13781;0.0684;1;1
Carnikavas nov.;80520051620;Zemes nekustams īpašums;95;96;0.087;1;1
Mārupes nov.;80760060270;Zemes nekustams īpašums;14650;12768;0.24;1;2
Mērsraga nov.;88780030791;Zemes nekustams īpašums;9000;9531;0.3;1;2
Olaines nov.;80800170432;Zemes un ēkas nekustams īpašums;1000;2500;0.0635;1;1
Olaines nov.;80800070244;Zemes nekustams īpašums;10;36;0.0777;1;4
Jūrmala;13000161201;Zemes un ēkas nekustams īpašums;450000;152489;0.0988;1;1
Krustpils nov.;56700080409;Zemes nekustams īpašums;600;595;0.07;1;1
Daugavpils;05000094101;Zemes nekustams īpašums;143.68;13300;0.443;245;26517
Rucavas nov.;64840110138;Zemes nekustams īpašums;28000;4972;0.944;1;1
Jūrmala;13000147214;Zemes un ēkas nekustams īpašums;260000;177775;0.2939;1;2
Ogres nov.;74010041012;Zemes un ēkas nekustams īpašums;83000;52950;0.0691;1;1
Rīga;01000610228;Zemes nekustams īpašums;1000;124541;0.7719;34;9007
Ventspils ;27000111102;Zemes un ēkas nekustams īpašums;19350;38739;0.0647;1;2
Garkalnes nov.;80600030738;Zemes nekustams īpašums;10000;29;0.1501;1;1
Līvānu nov.;76110031401;Zemes nekustams īpašums;135.08;14212;1.008;216;35299
Olaines nov.;80800190057;Zemes nekustams īpašums;5000;1559;0.0547;1;1
Engures nov.;90500060342;Zemes nekustams īpašums;33500;10349;0.521;1;1
Carnikavas nov.;80520050898;Zemes nekustams īpašums;2500;10607;0.082;1;2
Jelgavas nov.;54520030849;Zemes nekustams īpašums;2800;2052;0.072;1;1
Jūrmala;13000081801;Zemes un ēkas nekustams īpašums;121835;484745;0.3944;19;705
Rīga;01000822549;Zemes nekustams īpašums;155;14037;0.0589;2983;274392
Salaspils nov.;80310090184;Zemes un ēkas nekustams īpašums;8000;97002;0.5939;229;19179
Liepāja;17000440058;Zemes un ēkas nekustams īpašums;90000;69542;0.0699;1;2
Daugavpils;05000170101;Zemes un ēkas nekustams īpašums;16000;7882;0.06;1;1
Rīga;01000240351;Zemes nekustams īpašums;3000;781575;0.5136;1;100
Daugavpils nov.;44880020173;Zemes nekustams īpašums;709;54;0.14;1;1
Rugāju nov.;38640040012;Zemes un ēkas nekustams īpašums;1000;8139;16;1;1
Burtnieku nov.;96900030071;Zemes nekustams īpašums;2500;884;5.57;1;2
Ādažu nov.;80440130185;Zemes un ēkas nekustams īpašums;40000;19051;0.232;1;1
Krāslavas nov.;60010010420;Zemes nekustams īpašums;700;1112;0.0657;1;3
Rīga;01000600125;Zemes un ēkas nekustams īpašums;64000;3544795;1.1439;1;279
Babītes nov.;80480031436;Zemes nekustams īpašums;63900;5722;0.0958;1;1
Mārupes nov.;80760030925;Zemes un ēkas nekustams īpašums;203000;98606;0.249;1;2
Rīga;01000370125;Zemes un ēkas nekustams īpašums;252000;249203;0.303;1;1
Rīga;01000660021;Zemes un ēkas nekustams īpašums;30000;169775;0.17;1;4
Ādažu nov.;80440130067;Zemes nekustams īpašums;97928;40164;0.4248;1;1
Olaines nov.;80800200763;Zemes nekustams īpašums;2425;2365;0.0902;1;1
Rīga;01001170086;Zemes nekustams īpašums;500;73951;0.2848;515;55082
Aglonas nov.;60720080186;Zemes nekustams īpašums;1100;670;3.29;1;2
Jūrmala;13000086207;Zemes nekustams īpašums;62000;27052;0.0891;1;1
Babītes nov.;80480070564;Zemes nekustams īpašums;108000;11099;0.1735;1;1
Babītes nov.;80480070562;Zemes nekustams īpašums;108000;10007;0.1469;1;1
Ogres nov.;74920020031;Zemes un ēkas nekustams īpašums;1959;4855;2.6;1;1
Rīga;01000600125;Zemes un ēkas nekustams īpašums;5000;3544795;1.1439;1;11439
Babītes nov.;80480040136;Zemes un ēkas nekustams īpašums;44000;41466;0.12;1;1
Alūksnes nov.;36010345736;Zemes nekustams īpašums;112.59;11219;0.9081;128;14759
Daugavpils;05000017802;Zemes un ēkas nekustams īpašums;20000;53270;0.0653;1;2
Ventspils ;27000280053;Zemes nekustams īpašums;121.84;6783;0.1927;9;500
Ķekavas nov.;80700080553;Zemes nekustams īpašums;15000;7799;0.13;1;1
Rīga;01000600264;Zemes nekustams īpašums;31000;46792;0.108;391;27729
Jūrmala;13000174107;Zemes un ēkas nekustams īpašums;354667;178299;0.9037;2;3
Rīga;01000580032;Zemes un ēkas nekustams īpašums;61186;1250667;0.1793;695;50086
Rīga;01000300082;Zemes un ēkas nekustams īpašums;368750;558158;0.1432;1;2
Rīga;01001212523;Zemes nekustams īpašums;630;118992;0.413;3473;655702
Saulkrastu nov.;80330040216;Zemes un ēkas nekustams īpašums;8000;27864;0.09;1;2
Jūrmala;13000220111;Zemes nekustams īpašums;374.87;4160;0.5919;451;5919
Liepāja;17000200248;Zemes nekustams īpašums;9500;5013;0.0587;7;8
Rīga;01001072367;Zemes nekustams īpašums;354;37670;0.1563;1560;16673
Rīga;01001072303;Zemes nekustams īpašums;46;4518;0.028;1560;16673
Ventspils nov.;98660100907;Zemes un ēkas nekustams īpašums;2900;2874;0.0533;1;1
Mārupes nov.;80760071430;Zemes un ēkas nekustams īpašums;355000;95966;0.1895;1;1
Rīga;01001000133;Zemes un ēkas nekustams īpašums;95000;50389;0.1394;1;1
Krāslavas nov.;60780010483;Zemes nekustams īpašums;800;396;0.0618;1;1
Rīga;01000300032;Zemes un ēkas nekustams īpašums;50000;2069840;0.1941;17;2060
Carnikavas nov.;80520021483;Zemes nekustams īpašums;170.74;2489;0.054;1;1
Rīga;01000801007;Zemes un ēkas nekustams īpašums;25000;8637;0.0282;1;1
Olaines nov.;80800220064;Zemes nekustams īpašums;4000;1682;0.059;1;2
Jūrmala;13000220111;Zemes nekustams īpašums;350.87;4160;0.5919;116;1973
Rīga;01000990058;Zemes nekustams īpašums;5400;865611;2.7748;173;27748
Rīga;01000230077;Zemes un ēkas nekustams īpašums;110160;1102344;0.1264;306;13457
Salaspils nov.;80310090184;Zemes un ēkas nekustams īpašums;8000;97002;0.5939;227;19179
Daugavpils;05000370093;Zemes nekustams īpašums;500;762;0.0214;1;1
Jūrmala;13000078212;Zemes un ēkas nekustams īpašums;320000;188427;0.099;1;2
Liepāja;17000350008;Zemes un ēkas nekustams īpašums;106716;148507;0.1306;1;2
Jūrmala;13000220110;Zemes nekustams īpašums;758.83;3728;0.5304;267;1768
Saulkrastu nov.;80130020226;Zemes nekustams īpašums;100000;46120;0.3808;1;1
Rīga;01000822683;Zemes nekustams īpašums;45000;41016;0.3323;1;1
Carnikavas nov.;80520030644;Zemes nekustams īpašums;13500;10231;0.2018;1;1
Durbes nov.;64940010020;Zemes un ēkas nekustams īpašums;2000;2520;2;1;1
Daugavpils;05000222185;Zemes un ēkas nekustams īpašums;2800;2776;0.065;1;1
Rīga;01001240291;Zemes nekustams īpašums;932.91;100287;0.178;24;1973
Olaines nov.;80800020699;Zemes nekustams īpašums;3500;5231;0.1225;1;1
Nīcas nov.;64780190133;Zemes un ēkas nekustams īpašums;70000;5446;1.75;1;1
Carnikavas nov.;80520020669;Zemes un ēkas nekustams īpašums;21000;15362;0.087;1;1
Jūrmala;13000042605;Zemes nekustams īpašums;500500;107055;0.2766;7;10
Garkalnes nov.;80600030906;Zemes nekustams īpašums;23000;29;0.1501;1;1
Rīga;01001110319;Zemes nekustams īpašums;500;1465;0.0065;241;22873
Jēkabpils;56010011072;Zemes un ēkas nekustams īpašums;12250;8482;0.0793;1;1
Saulkrastu nov.;80130030824;Zemes un ēkas nekustams īpašums;78000;26124;0.0602;1;1
Olaines nov.;80800200663;Zemes un ēkas nekustams īpašums;3411;3411;0.0852;1;1
Rīga;01001110291;Zemes un ēkas nekustams īpašums;1000;29212;0.1235;485;17336
Jēkabpils;56010025124;Zemes nekustams īpašums;4000;4970;0.1164;1;2
Jūrmala;13000193704;Zemes nekustams īpašums;32000;42545;0.1373;1;1
Daugavpils;05000183007;Zemes un ēkas nekustams īpašums;2000;1523;0.0607;;
Rīga;01000910436;Zemes nekustams īpašums;5000;160492;1.8849;1;205
Rīga;01000802091;Zemes nekustams īpašums;1131.22;853132;2.2541;673;507555
Ķekavas nov.;80700180127;Zemes nekustams īpašums;1000;1767;0.062;1;2
Ādažu nov.;80440090039;Zemes nekustams īpašums;905;10043;0.259;1;22
Mārupes nov.;80760030063;Zemes nekustams īpašums;8500;15034;0.2208;1;2
Olaines nov.;80800170257;Zemes un ēkas nekustams īpašums;2000;7302;0.0699;1;1
Rīga;01000782191;Zemes nekustams īpašums;3000;131221;0.4905;6303;279019
Bauskas nov.;40500010558;Zemes nekustams īpašums;2000;297;0.71;1;1
Salaspils nov.;80310090184;Zemes un ēkas nekustams īpašums;8000;97002;0.5939;76;6393
Jūrmala;13000092406;Zemes un ēkas nekustams īpašums;620000;119096;0.0751;1;1
Rēzekne;21000110110;Zemes un ēkas nekustams īpašums;13000;4869;0.064;1;1
Carnikavas nov.;80520021349;Zemes un ēkas nekustams īpašums;7000;5455;0.0862;1;1
Rēzeknes nov.;78660041119;Zemes un ēkas nekustams īpašums;2300;2283;0.2156;1;1
Rīga;01000340164;Zemes un ēkas nekustams īpašums;25000;312897;0.1867;89;4740
Rīga;01000600142;Zemes un ēkas nekustams īpašums;35400;349598;0.1943;69;2066
Rīga;01000711567;Zemes nekustams īpašums;250;115371;0.2385;637;40944
Rīga;01000640192;Zemes un ēkas nekustams īpašums;421200;239326;0.2358;1;1
Rīga;01000910350;Zemes nekustams īpašums;794;99296;1.0903;89;21806
Rīga;01000910350;Zemes nekustams īpašums;250;99296;1.0903;89;21806
